province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Australian Capital Territory,Australia,2020-11-07,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-07,-33.8688,151.2093,POINT(151.2093 -33.8688),4462,53,3156,1253,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-07,-12.4634,130.8456,POINT(130.8456 -12.4634),39,0,33,6,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-07,-27.4698,153.0251,POINT(153.0251 -27.4698),1177,6,1163,8,,,"Queensland, Australia"
South Australia,Australia,2020-11-07,-34.9285,138.6007,POINT(138.6007 -34.9285),515,4,492,19,,,"South Australia, Australia"
Tasmania,Australia,2020-11-07,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-07,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-07,-31.9505,115.8605,POINT(115.8605 -31.9505),776,9,757,10,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-08,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-08,-33.8688,151.2093,POINT(151.2093 -33.8688),4469,53,3156,1260,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-08,-12.4634,130.8456,POINT(130.8456 -12.4634),39,0,33,6,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-08,-27.4698,153.0251,POINT(153.0251 -27.4698),1177,6,1163,8,,,"Queensland, Australia"
South Australia,Australia,2020-11-08,-34.9285,138.6007,POINT(138.6007 -34.9285),515,4,492,19,,,"South Australia, Australia"
Tasmania,Australia,2020-11-08,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-08,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-08,-31.9505,115.8605,POINT(115.8605 -31.9505),776,9,757,10,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-09,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-09,-33.8688,151.2093,POINT(151.2093 -33.8688),4469,53,3156,1260,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-09,-12.4634,130.8456,POINT(130.8456 -12.4634),40,0,33,7,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-09,-27.4698,153.0251,POINT(153.0251 -27.4698),1178,6,1163,9,,,"Queensland, Australia"
South Australia,Australia,2020-11-09,-34.9285,138.6007,POINT(138.6007 -34.9285),517,4,495,18,,,"South Australia, Australia"
Tasmania,Australia,2020-11-09,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-09,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-09,-31.9505,115.8605,POINT(115.8605 -31.9505),776,9,757,10,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-10,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-10,-33.8688,151.2093,POINT(151.2093 -33.8688),4469,53,3156,1260,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-10,-12.4634,130.8456,POINT(130.8456 -12.4634),41,0,33,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-10,-27.4698,153.0251,POINT(153.0251 -27.4698),1179,6,1163,10,,,"Queensland, Australia"
South Australia,Australia,2020-11-10,-34.9285,138.6007,POINT(138.6007 -34.9285),517,4,495,18,,,"South Australia, Australia"
Tasmania,Australia,2020-11-10,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-10,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-10,-31.9505,115.8605,POINT(115.8605 -31.9505),776,9,757,10,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-11,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-11,-33.8688,151.2093,POINT(151.2093 -33.8688),4469,53,3156,1260,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-11,-12.4634,130.8456,POINT(130.8456 -12.4634),42,0,34,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-11,-27.4698,153.0251,POINT(153.0251 -27.4698),1182,6,1163,13,,,"Queensland, Australia"
South Australia,Australia,2020-11-11,-34.9285,138.6007,POINT(138.6007 -34.9285),517,4,495,18,,,"South Australia, Australia"
Tasmania,Australia,2020-11-11,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-11,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-11,-31.9505,115.8605,POINT(115.8605 -31.9505),776,9,757,10,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-12,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-12,-33.8688,151.2093,POINT(151.2093 -33.8688),4469,53,3156,1260,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-12,-12.4634,130.8456,POINT(130.8456 -12.4634),42,0,34,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-12,-27.4698,153.0251,POINT(153.0251 -27.4698),1183,6,1167,10,,,"Queensland, Australia"
South Australia,Australia,2020-11-12,-34.9285,138.6007,POINT(138.6007 -34.9285),517,4,495,18,,,"South Australia, Australia"
Tasmania,Australia,2020-11-12,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-12,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-12,-31.9505,115.8605,POINT(115.8605 -31.9505),776,9,757,10,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-13,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-13,-33.8688,151.2093,POINT(151.2093 -33.8688),4469,53,3156,1260,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-13,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,34,12,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-13,-27.4698,153.0251,POINT(153.0251 -27.4698),1185,6,1171,8,,,"Queensland, Australia"
South Australia,Australia,2020-11-13,-34.9285,138.6007,POINT(138.6007 -34.9285),517,4,495,18,,,"South Australia, Australia"
Tasmania,Australia,2020-11-13,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-13,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-13,-31.9505,115.8605,POINT(115.8605 -31.9505),776,9,757,10,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-14,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-14,-33.8688,151.2093,POINT(151.2093 -33.8688),4486,53,3156,1277,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-14,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,38,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-14,-27.4698,153.0251,POINT(153.0251 -27.4698),1185,6,1171,8,,,"Queensland, Australia"
South Australia,Australia,2020-11-14,-34.9285,138.6007,POINT(138.6007 -34.9285),522,4,495,23,,,"South Australia, Australia"
Tasmania,Australia,2020-11-14,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-14,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19522,4,,,"Victoria, Australia"
Western Australia,Australia,2020-11-14,-31.9505,115.8605,POINT(115.8605 -31.9505),783,9,757,17,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-15,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-15,-33.8688,151.2093,POINT(151.2093 -33.8688),4498,53,3156,1289,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-15,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,38,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-15,-27.4698,153.0251,POINT(153.0251 -27.4698),1185,6,1171,8,,,"Queensland, Australia"
South Australia,Australia,2020-11-15,-34.9285,138.6007,POINT(138.6007 -34.9285),544,4,495,45,,,"South Australia, Australia"
Tasmania,Australia,2020-11-15,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-15,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19523,3,,,"Victoria, Australia"
Western Australia,Australia,2020-11-15,-31.9505,115.8605,POINT(115.8605 -31.9505),787,9,757,21,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-16,-35.4735,149.0124,POINT(149.0124 -35.4735),114,3,111,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-16,-33.8688,151.2093,POINT(151.2093 -33.8688),4502,53,3166,1283,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-16,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,38,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-16,-27.4698,153.0251,POINT(153.0251 -27.4698),1186,6,1171,9,,,"Queensland, Australia"
South Australia,Australia,2020-11-16,-34.9285,138.6007,POINT(138.6007 -34.9285),547,4,506,37,,,"South Australia, Australia"
Tasmania,Australia,2020-11-16,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-16,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19523,3,,,"Victoria, Australia"
Western Australia,Australia,2020-11-16,-31.9505,115.8605,POINT(115.8605 -31.9505),788,9,767,12,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-17,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-17,-33.8688,151.2093,POINT(151.2093 -33.8688),4509,53,3167,1289,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-17,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,38,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-17,-27.4698,153.0251,POINT(153.0251 -27.4698),1187,6,1171,10,,,"Queensland, Australia"
South Australia,Australia,2020-11-17,-34.9285,138.6007,POINT(138.6007 -34.9285),551,4,511,36,,,"South Australia, Australia"
Tasmania,Australia,2020-11-17,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-17,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19523,3,,,"Victoria, Australia"
Western Australia,Australia,2020-11-17,-31.9505,115.8605,POINT(115.8605 -31.9505),794,9,767,18,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-18,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-18,-33.8688,151.2093,POINT(151.2093 -33.8688),4514,53,3168,1293,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-18,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,38,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-18,-27.4698,153.0251,POINT(153.0251 -27.4698),1190,6,1171,13,,,"Queensland, Australia"
South Australia,Australia,2020-11-18,-34.9285,138.6007,POINT(138.6007 -34.9285),551,4,512,35,,,"South Australia, Australia"
Tasmania,Australia,2020-11-18,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-18,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19523,3,,,"Victoria, Australia"
Western Australia,Australia,2020-11-18,-31.9505,115.8605,POINT(115.8605 -31.9505),794,9,767,18,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-19,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-19,-33.8688,151.2093,POINT(151.2093 -33.8688),4517,53,3170,1294,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-19,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,39,7,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-19,-27.4698,153.0251,POINT(153.0251 -27.4698),1190,6,1171,13,,,"Queensland, Australia"
South Australia,Australia,2020-11-19,-34.9285,138.6007,POINT(138.6007 -34.9285),553,4,512,37,,,"South Australia, Australia"
Tasmania,Australia,2020-11-19,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-19,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19524,2,,,"Victoria, Australia"
Western Australia,Australia,2020-11-19,-31.9505,115.8605,POINT(115.8605 -31.9505),796,9,767,20,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-20,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-20,-33.8688,151.2093,POINT(151.2093 -33.8688),4527,53,3173,1301,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-20,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,39,7,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-20,-27.4698,153.0251,POINT(153.0251 -27.4698),1192,6,1171,15,,,"Queensland, Australia"
South Australia,Australia,2020-11-20,-34.9285,138.6007,POINT(138.6007 -34.9285),554,4,513,37,,,"South Australia, Australia"
Tasmania,Australia,2020-11-20,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-20,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19525,1,,,"Victoria, Australia"
Western Australia,Australia,2020-11-20,-31.9505,115.8605,POINT(115.8605 -31.9505),797,9,772,16,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-21,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-21,-33.8688,151.2093,POINT(151.2093 -33.8688),4538,53,3173,1312,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-21,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,39,7,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-21,-27.4698,153.0251,POINT(153.0251 -27.4698),1193,6,1171,16,,,"Queensland, Australia"
South Australia,Australia,2020-11-21,-34.9285,138.6007,POINT(138.6007 -34.9285),555,4,514,37,,,"South Australia, Australia"
Tasmania,Australia,2020-11-21,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-21,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19525,1,,,"Victoria, Australia"
Western Australia,Australia,2020-11-21,-31.9505,115.8605,POINT(115.8605 -31.9505),799,9,772,18,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-22,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-22,-33.8688,151.2093,POINT(151.2093 -33.8688),4542,53,3175,1314,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-22,-12.4634,130.8456,POINT(130.8456 -12.4634),46,0,39,7,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-22,-27.4698,153.0251,POINT(153.0251 -27.4698),1196,6,1172,18,,,"Queensland, Australia"
South Australia,Australia,2020-11-22,-34.9285,138.6007,POINT(138.6007 -34.9285),556,4,514,38,,,"South Australia, Australia"
Tasmania,Australia,2020-11-22,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-22,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19525,1,,,"Victoria, Australia"
Western Australia,Australia,2020-11-22,-31.9505,115.8605,POINT(115.8605 -31.9505),804,9,774,21,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-23,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-23,-33.8688,151.2093,POINT(151.2093 -33.8688),4548,53,3175,1320,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-23,-12.4634,130.8456,POINT(130.8456 -12.4634),47,0,40,7,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-23,-27.4698,153.0251,POINT(153.0251 -27.4698),1197,6,1176,15,,,"Queensland, Australia"
South Australia,Australia,2020-11-23,-34.9285,138.6007,POINT(138.6007 -34.9285),557,4,514,39,,,"South Australia, Australia"
Tasmania,Australia,2020-11-23,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-23,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19526,0,,,"Victoria, Australia"
Western Australia,Australia,2020-11-23,-31.9505,115.8605,POINT(115.8605 -31.9505),804,9,774,21,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-24,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,111,1,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-24,-33.8688,151.2093,POINT(151.2093 -33.8688),4552,53,3177,1322,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-24,-12.4634,130.8456,POINT(130.8456 -12.4634),48,0,41,7,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-24,-27.4698,153.0251,POINT(153.0251 -27.4698),1197,6,1177,14,,,"Queensland, Australia"
South Australia,Australia,2020-11-24,-34.9285,138.6007,POINT(138.6007 -34.9285),558,4,516,38,,,"South Australia, Australia"
Tasmania,Australia,2020-11-24,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-24,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19526,0,,,"Victoria, Australia"
Western Australia,Australia,2020-11-24,-31.9505,115.8605,POINT(115.8605 -31.9505),808,9,774,25,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2020-11-25,-35.4735,149.0124,POINT(149.0124 -35.4735),115,3,112,0,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2020-11-25,-33.8688,151.2093,POINT(151.2093 -33.8688),4552,53,3178,1321,,,"New South Wales, Australia"
Northern Territory,Australia,2020-11-25,-12.4634,130.8456,POINT(130.8456 -12.4634),49,0,41,8,,,"Northern Territory, Australia"
Queensland,Australia,2020-11-25,-27.4698,153.0251,POINT(153.0251 -27.4698),1197,6,1177,14,,,"Queensland, Australia"
South Australia,Australia,2020-11-25,-34.9285,138.6007,POINT(138.6007 -34.9285),560,4,520,36,,,"South Australia, Australia"
Tasmania,Australia,2020-11-25,-42.8821,147.3272,POINT(147.3272 -42.8821),230,13,217,0,,,"Tasmania, Australia"
Victoria,Australia,2020-11-25,-37.8136,144.9631,POINT(144.9631 -37.8136),20345,819,19526,0,,,"Victoria, Australia"
